id,firstname,lastname,email,score,date_of_birth,university
7168,Ulrike,Anestassia,Ulrike.Anestassia@mymail.com,10.5,2011-04-25,New York University (Buenos Aires campus)
7169,Mignon,Joeann,Mignon.Joeann@mymail.com,4.96,1970-01-20,St. John's University (Italy campus)
7170,Dale,Reinke,Dale.Reinke@mymail.com,5.31,1915-01-02,Rochester Institute of Technology (Dubai campus)
7171,Patricia,Yoko,Patricia.Yoko@mymail.com,10.66,1992-04-03,Central European University
7172,Amara,Simmonds,Amara.Simmonds@mymail.com,1.06,2002-10-15,Saint Louis University (Madrid campus)
7173,Kirstin,Annice,Kirstin.Annice@mymail.com,6.74,1957-01-01,New York University (Buenos Aires campus)
7174,Catharine,Estella,Catharine.Estella@mymail.com,7.62,2012-11-30,New York University (Abu Dhabi campus)
7175,Rayna,Roche,Rayna.Roche@mymail.com,8.83,1909-10-24,American University in Bulgaria
7176,Lory,Zuzana,Lory.Zuzana@mymail.com,4.35,1973-08-28,American University in Dubai
7177,Sam,Anastatius,Sam.Anastatius@mymail.com,10.5,1944-05-13,American College Dublin
7178,Ermengarde,Stevy,Ermengarde.Stevy@mymail.com,8.63,1965-08-18,McDaniel College Budapest
7179,Merry,Prober,Merry.Prober@mymail.com,9.46,1987-06-10,Kean University (Wenzhou campus)
7180,Glenda,Travax,Glenda.Travax@mymail.com,8.4,1994-10-01,McDaniel College Budapest
7181,Raquela,An,Raquela.An@mymail.com,6.78,1944-04-30,John Cabot University
7182,Arlina,Kamaria,Arlina.Kamaria@mymail.com,7.64,1966-10-07,New York University (Buenos Aires campus)
7183,Olwen,Diogenes,Olwen.Diogenes@mymail.com,8.48,1971-04-22,Stony Brook University (Korea campus)
7184,Merci,Travax,Merci.Travax@mymail.com,6.64,1912-02-25,George Mason University (Incheon campus)
7185,Brietta,Callista,Brietta.Callista@mymail.com,10.26,1960-07-29,American University of Nigeria
7186,Lilith,Atonsah,Lilith.Atonsah@mymail.com,7.09,1994-01-14,American College of Thessaloniki (ACT)
7187,Anthia,Chrystel,Anthia.Chrystel@mymail.com,4.57,1961-11-08,American University in Dubai
7188,Kassey,Gombach,Kassey.Gombach@mymail.com,4.97,1917-09-25,Kean University (Wenzhou campus)
7189,Queenie,Sibyls,Queenie.Sibyls@mymail.com,5.39,2010-08-23,United States International University
7190,Brena,Torray,Brena.Torray@mymail.com,3.95,1967-06-20,Central European University
7191,Roseline,Stilwell,Roseline.Stilwell@mymail.com,5.94,1901-11-09,Stony Brook University (Korea campus)
7192,Lorie,Shields,Lorie.Shields@mymail.com,6.48,2012-12-13,New York University (Buenos Aires campus)
7193,Anestassia,Casimir,Anestassia.Casimir@mymail.com,7.74,1920-02-28,American University of Rome
7194,Margalo,Amethist,Margalo.Amethist@mymail.com,4.79,1998-07-21,New York University (Buenos Aires campus)
7195,Zondra,Joseph,Zondra.Joseph@mymail.com,5.77,1955-05-14,American University of Antigua
7196,Norine,Schroth,Norine.Schroth@mymail.com,7.17,1973-04-18,Girne American University
7197,Dianemarie,Zenas,Dianemarie.Zenas@mymail.com,8.45,1919-09-03,New York University (Florence campus)
7198,Fayre,Rosette,Fayre.Rosette@mymail.com,10.3,1959-09-30,American University of Sharjah
7199,Jackie,Durware,Jackie.Durware@mymail.com,7.92,1920-05-31,Schiller International University
7200,Paola,O'Carroll,Paola.O'Carroll@mymail.com,8.18,2009-07-25,Webster University Geneva (Geneva campus)
7201,Lindie,Jillane,Lindie.Jillane@mymail.com,5.83,1913-05-02,Kean University (Wenzhou campus)
7202,Chrystel,Grobe,Chrystel.Grobe@mymail.com,8.32,1906-05-08,Hult International Business School
7203,Jobi,Hurley,Jobi.Hurley@mymail.com,5.68,1925-08-07,Saint Louis University (Madrid campus)
7204,Donnie,Berard,Donnie.Berard@mymail.com,7.52,1941-08-27,American University of Paris
7205,Albertina,Chauncey,Albertina.Chauncey@mymail.com,9.84,1914-05-27,New York University (Florence campus)
7206,Jessy,Bettine,Jessy.Bettine@mymail.com,10.25,1996-05-31,McDaniel College Budapest
7207,Gretal,Brittani,Gretal.Brittani@mymail.com,4.51,1943-07-09,Stony Brook University (Korea campus)
7208,Lyssa,Esmaria,Lyssa.Esmaria@mymail.com,2.88,1934-01-18,American University in Bosnia and Herzegovina
7209,Tybie,Ivens,Tybie.Ivens@mymail.com,6.59,2011-09-30,Schiller International University
7210,Gabriellia,Suk,Gabriellia.Suk@mymail.com,9.19,1918-08-31,American University of Nigeria
7211,Mellicent,Joseph,Mellicent.Joseph@mymail.com,6.78,1979-08-21,Schiller International University
7212,Ada,Juan,Ada.Juan@mymail.com,7.45,1994-05-17,George Mason University (Incheon campus)
7213,Felice,Nickola,Felice.Nickola@mymail.com,10.38,2005-10-01,Schiller International University
7214,Brena,Nunci,Brena.Nunci@mymail.com,10.09,1927-11-20,American University in Bulgaria
7215,Leontine,Tybald,Leontine.Tybald@mymail.com,2.81,1975-06-16,Lebanese American University
7216,Luci,Krystle,Luci.Krystle@mymail.com,8.89,1934-11-21,Temple University (Japan campus)
7217,Kaia,Colyer,Kaia.Colyer@mymail.com,10.9,1943-05-15,American University of Armenia
7218,Carol-Jean,Timon,Carol-Jean.Timon@mymail.com,2.23,1912-02-20,RIT Kosovo / American University in Kosovo
7219,Janeczka,Hanshaw,Janeczka.Hanshaw@mymail.com,1.61,1911-07-14,Lebanese American University
7220,Ruthe,Quinn,Ruthe.Quinn@mymail.com,4.76,2009-02-07,Stony Brook University (Korea campus)
7221,Alleen,Dyche,Alleen.Dyche@mymail.com,2.74,1981-03-09,New York University (Buenos Aires campus)
7222,Annora,Pyle,Annora.Pyle@mymail.com,1.71,1973-04-12,Girne American University
7223,Chastity,Flyn,Chastity.Flyn@mymail.com,1,1973-12-13,American University of Nigeria
7224,Daune,Maxi,Daune.Maxi@mymail.com,10.38,1987-04-23,University of Maryland Global Campus
7225,Shaylyn,Romelda,Shaylyn.Romelda@mymail.com,5.38,1902-11-06,American University in Bulgaria
7226,Elsie,Cottle,Elsie.Cottle@mymail.com,5.08,1950-11-08,Lakeland University (Japan campus)
7227,Tiffie,Lowry,Tiffie.Lowry@mymail.com,9.55,2008-04-28,Lebanese American University
7228,Helena,Lea,Helena.Lea@mymail.com,4.26,2017-10-28,Schiller International University
7229,Paola,Gahl,Paola.Gahl@mymail.com,8.13,1979-08-17,RIT Kosovo / American University in Kosovo
7230,Louella,Thilda,Louella.Thilda@mymail.com,10.42,1935-12-31,Lebanese American University
7231,Winny,Angelis,Winny.Angelis@mymail.com,3.63,1901-02-13,Hellenic American University
7232,Esmeralda,Charity,Esmeralda.Charity@mymail.com,8.68,1959-01-06,George Mason University (Incheon campus)
7233,Ira,Ahab,Ira.Ahab@mymail.com,10.65,1968-07-28,Kean University (Wenzhou campus)
7234,Laure,Kravits,Laure.Kravits@mymail.com,2.93,1918-12-29,American University of Antigua
7235,Carmela,Zola,Carmela.Zola@mymail.com,3.9,1964-06-08,New York University (Abu Dhabi campus)
7236,Nessie,Margarete,Nessie.Margarete@mymail.com,4.45,1966-12-12,American University in Dubai
7237,Henriette,Magnolia,Henriette.Magnolia@mymail.com,4.5,1956-09-09,American University of Antigua
7238,Mara,Corrine,Mara.Corrine@mymail.com,1.37,1984-05-10,American University of Armenia
7239,Lisette,Meter,Lisette.Meter@mymail.com,7.26,1998-07-19,University of Maryland Global Campus
7240,Lacie,Monk,Lacie.Monk@mymail.com,2.31,2018-02-11,Hult International Business School
7241,Carlie,Gaspard,Carlie.Gaspard@mymail.com,4.82,1984-04-04,St. John's University (Paris campus)
7242,Nikki,Rona,Nikki.Rona@mymail.com,6.81,1925-06-23,New York University (Florence campus)
7243,Mallory,Naashom,Mallory.Naashom@mymail.com,10.23,2012-07-23,American University in Bosnia and Herzegovina
7244,Randa,Ethban,Randa.Ethban@mymail.com,9.71,1945-09-27,Kean University (Wenzhou campus)
7245,Gaylene,Warthman,Gaylene.Warthman@mymail.com,2.35,1980-03-05,United States International University
7246,Karolina,Laverne,Karolina.Laverne@mymail.com,9.5,1984-03-13,RIT Kosovo / American University in Kosovo
7247,Rubie,Solitta,Rubie.Solitta@mymail.com,8.3,1905-07-08,American University of Rome
7248,Lindie,Verger,Lindie.Verger@mymail.com,7.28,1906-04-20,Franklin University Switzerland
7249,Penelopa,Gahl,Penelopa.Gahl@mymail.com,8.27,1938-11-17,American University in Bosnia and Herzegovina
7250,Katleen,Zitvaa,Katleen.Zitvaa@mymail.com,5.12,2019-04-25,Hult International Business School
7251,Emylee,Arquit,Emylee.Arquit@mymail.com,1.91,2019-03-07,Hult International Business School
7252,Alexine,Angelis,Alexine.Angelis@mymail.com,1.29,1917-12-02,RIT Kosovo / American University in Kosovo
7253,Suzette,Santoro,Suzette.Santoro@mymail.com,7.3,1906-10-12,University of Maryland Global Campus
7254,Dorene,Zitvaa,Dorene.Zitvaa@mymail.com,6.48,1925-04-29,Stony Brook University (Korea campus)
7255,Valeda,Santoro,Valeda.Santoro@mymail.com,7.37,2018-11-01,Girne American University
7256,Violet,Lemuela,Violet.Lemuela@mymail.com,6.43,1934-12-20,American College of Thessaloniki (ACT)
7257,Perry,Soneson,Perry.Soneson@mymail.com,1.14,1999-12-29,McDaniel College Budapest
7258,Marguerite,Penelopa,Marguerite.Penelopa@mymail.com,7.1,1981-01-02,United States International University
7259,Wanda,Krystle,Wanda.Krystle@mymail.com,4.7,1922-06-03,George Mason University (Incheon campus)
7260,Carilyn,Montgomery,Carilyn.Montgomery@mymail.com,8.8,1935-07-27,Franklin University Switzerland
7261,Max,Mehalek,Max.Mehalek@mymail.com,5.84,1959-11-08,Richmond The American International University in London
7262,Kary,Randene,Kary.Randene@mymail.com,5.45,1972-11-05,American University in Bosnia and Herzegovina
7263,Johna,Burnside,Johna.Burnside@mymail.com,6.11,1954-07-03,American University of Armenia
7264,Bobinette,Kendrick,Bobinette.Kendrick@mymail.com,6.3,1961-01-29,American InterContinental University
7265,Georgina,Santoro,Georgina.Santoro@mymail.com,10.29,1922-02-03,Richmond The American International University in London
7266,Ekaterina,Docilla,Ekaterina.Docilla@mymail.com,8.13,1955-06-15,American University in Dubai
7267,Brooks,Adore,Brooks.Adore@mymail.com,5.63,1978-12-08,Rochester Institute of Technology (Dubai campus)
7268,Deane,Oscar,Deane.Oscar@mymail.com,8.09,1935-07-08,American University of Sharjah
7269,Kalina,Schroth,Kalina.Schroth@mymail.com,10.84,2012-12-03,Girne American University
7270,Genovera,Glenden,Genovera.Glenden@mymail.com,5.52,2015-09-30,Hellenic American University
7271,Tersina,Bari,Tersina.Bari@mymail.com,8.94,1932-10-03,McDaniel College Budapest
7272,Loree,Lamoree,Loree.Lamoree@mymail.com,5.48,1970-01-07,Schiller International University
7273,Aurelie,Constancy,Aurelie.Constancy@mymail.com,10.3,1927-11-05,Temple University (Rome campus)
7274,Marjie,Robertson,Marjie.Robertson@mymail.com,10.18,2019-12-07,American University of Antigua
7275,Kenna,Argus,Kenna.Argus@mymail.com,8.87,1979-06-23,McDaniel College Budapest
7276,Carmela,Ries,Carmela.Ries@mymail.com,9.87,1930-11-19,Hult International Business School
7277,Blinni,Keelia,Blinni.Keelia@mymail.com,4.01,1918-12-29,University of Maryland Global Campus
7278,Natka,Sekofski,Natka.Sekofski@mymail.com,7.13,1953-03-15,RIT Kosovo / American University in Kosovo
7279,Amelia,Carmena,Amelia.Carmena@mymail.com,7.94,1916-12-22,New York University (Florence campus)
7280,Joelly,Havens,Joelly.Havens@mymail.com,6.36,1982-04-19,Stony Brook University (Korea campus)
7281,Queenie,Joseph,Queenie.Joseph@mymail.com,1.03,1938-11-28,Franklin University Switzerland
7282,Cecile,Nerita,Cecile.Nerita@mymail.com,10.84,1904-02-16,New York University (Buenos Aires campus)
7283,Hallie,Adlare,Hallie.Adlare@mymail.com,9.11,1933-12-29,American InterContinental University
7284,Raquela,Jacqui,Raquela.Jacqui@mymail.com,9.45,2010-02-03,St. John's University (Italy campus)
7285,Anallese,Tiffa,Anallese.Tiffa@mymail.com,7.43,1919-08-18,St. John's University (Italy campus)
7286,Consuela,Stacy,Consuela.Stacy@mymail.com,5.97,1920-01-24,John Cabot University
7287,Tina,Gaal,Tina.Gaal@mymail.com,3.34,2017-10-28,Schiller International University
7288,Winny,Harriman,Winny.Harriman@mymail.com,2.42,1990-03-22,American College Dublin
7289,Ekaterina,Dowski,Ekaterina.Dowski@mymail.com,6.8,1958-10-03,Lebanese American University
7290,Ingrid,Waldron,Ingrid.Waldron@mymail.com,5.42,1917-09-24,Franklin University Switzerland
7291,Candi,Nunci,Candi.Nunci@mymail.com,6.01,1967-02-28,New York University (Abu Dhabi campus)
7292,Trudie,Karna,Trudie.Karna@mymail.com,3.36,1953-01-08,John Cabot University
7293,Rivalee,Suanne,Rivalee.Suanne@mymail.com,1.82,1929-09-19,George Mason University (Incheon campus)
7294,Emma,Weaks,Emma.Weaks@mymail.com,1.81,1953-10-16,Hellenic American University
7295,Jordan,Kirstin,Jordan.Kirstin@mymail.com,7.43,1901-07-15,American University of Nigeria
7296,Oona,Lucienne,Oona.Lucienne@mymail.com,10.74,1984-04-08,Central European University
7297,Gloria,Wadell,Gloria.Wadell@mymail.com,7.06,1918-08-08,American College of Thessaloniki (ACT)
7298,Collen,Stanwood,Collen.Stanwood@mymail.com,9.84,1945-03-28,Webster University Geneva (Geneva campus)
7299,Melisent,Toffic,Melisent.Toffic@mymail.com,4.91,2000-08-28,Rochester Institute of Technology (Dubai campus)
7300,Drucie,Schalles,Drucie.Schalles@mymail.com,5.35,2002-11-30,American University of Antigua
7301,Kimberley,Pauly,Kimberley.Pauly@mymail.com,4.84,1904-05-17,American University of Armenia
7302,Karina,Plato,Karina.Plato@mymail.com,3.73,2009-02-17,American University of Antigua
7303,Taffy,Read,Taffy.Read@mymail.com,6.56,1978-11-03,Keiser University (Latin American campus)
7304,Merle,Gaspard,Merle.Gaspard@mymail.com,1.87,1935-11-07,St. John's University (Paris campus)
7305,Lucy,Afton,Lucy.Afton@mymail.com,2.12,2010-12-02,University of Utah (Incheon campus)
7306,Wynne,Llovera,Wynne.Llovera@mymail.com,9.75,1935-01-12,RIT Kosovo / American University in Kosovo
7307,Briney,Kauppi,Briney.Kauppi@mymail.com,2.11,1929-09-27,University of Utah (Incheon campus)
7308,Nariko,Bohlin,Nariko.Bohlin@mymail.com,6,2001-05-31,Temple University (Rome campus)
7309,Randa,Stilwell,Randa.Stilwell@mymail.com,1.86,1972-03-26,Richmond The American International University in London
7310,Morganica,Paine,Morganica.Paine@mymail.com,2.79,1923-05-12,Hellenic American University
7311,Nanete,Milson,Nanete.Milson@mymail.com,8.58,1926-05-17,University of Maryland Global Campus
7312,Annabela,Amethist,Annabela.Amethist@mymail.com,6.39,1939-04-18,Lakeland University (Japan campus)
7313,Queenie,Gordon,Queenie.Gordon@mymail.com,5.2,1926-11-26,American University of Armenia
7314,Dennie,Bettine,Dennie.Bettine@mymail.com,10.14,1972-08-07,Hult International Business School
7315,Yetty,Gwenore,Yetty.Gwenore@mymail.com,2.18,1992-07-04,Hult International Business School
7316,Juliane,Sekofski,Juliane.Sekofski@mymail.com,10.72,1916-01-25,Hellenic American University
7317,Janis,Martguerita,Janis.Martguerita@mymail.com,10.37,1989-04-18,American University of Antigua
7318,Millie,Quent,Millie.Quent@mymail.com,3.27,1966-07-01,St. John's University (Italy campus)
7319,Latisha,Payson,Latisha.Payson@mymail.com,3.74,1987-06-26,New York University (Buenos Aires campus)
7320,Chastity,Belanger,Chastity.Belanger@mymail.com,7.16,1959-12-14,John Cabot University
7321,Edyth,Janene,Edyth.Janene@mymail.com,3.06,1945-05-02,American University in Bosnia and Herzegovina
7322,Lynde,Devlen,Lynde.Devlen@mymail.com,3.23,1993-10-03,American College Dublin
7323,Coral,Whittaker,Coral.Whittaker@mymail.com,9.48,1976-03-12,Saint Louis University (Madrid campus)
7324,Natka,Ricarda,Natka.Ricarda@mymail.com,3.07,1936-06-19,McDaniel College Budapest
7325,Andeee,Chinua,Andeee.Chinua@mymail.com,4.92,1928-01-11,New York University (Abu Dhabi campus)
7326,Emilia,Nerita,Emilia.Nerita@mymail.com,5.56,1942-05-04,Lebanese American University
7327,Celisse,MacIntosh,Celisse.MacIntosh@mymail.com,5.15,2009-04-30,John Cabot University
7328,Selma,Edvard,Selma.Edvard@mymail.com,10.08,1995-07-31,Girne American University
7329,Emmey,Tiffa,Emmey.Tiffa@mymail.com,4.49,2013-03-12,Hult International Business School
7330,Farrah,Mitzi,Farrah.Mitzi@mymail.com,8.06,2008-10-11,Webster University Geneva (Geneva campus)
7331,Joeann,Radu,Joeann.Radu@mymail.com,3.53,2010-09-22,Hult International Business School
7332,Jacenta,Yorick,Jacenta.Yorick@mymail.com,4.47,1966-06-11,Stony Brook University (Korea campus)
7333,Carmela,Vilma,Carmela.Vilma@mymail.com,1.72,1933-06-17,United States International University
7334,Lonnie,Adore,Lonnie.Adore@mymail.com,2.92,1980-10-17,American University of Beirut
7335,Ottilie,Harl,Ottilie.Harl@mymail.com,8.97,1924-04-24,Central European University
7336,Max,Wallis,Max.Wallis@mymail.com,10.16,1982-08-13,Rochester Institute of Technology (Dubai campus)
7337,Candi,Adrienne,Candi.Adrienne@mymail.com,2.99,2018-12-14,American University in Bosnia and Herzegovina
7338,Daphne,Giff,Daphne.Giff@mymail.com,10.29,1978-10-12,American University of Paris
7339,Taffy,Mike,Taffy.Mike@mymail.com,5.77,1986-07-28,Lebanese American University
7340,Beth,Weinreb,Beth.Weinreb@mymail.com,9.84,1994-08-27,John Cabot University
7341,Basia,Moina,Basia.Moina@mymail.com,9.01,2004-06-29,American University in Bulgaria
7342,Cissiee,Laverne,Cissiee.Laverne@mymail.com,10.31,2010-05-21,American College Dublin
7343,Dede,Presber,Dede.Presber@mymail.com,4.16,1954-05-08,Lakeland University (Japan campus)
7344,Philis,Ade,Philis.Ade@mymail.com,2.01,1953-07-22,Saint Louis University (Madrid campus)
7345,Aigneis,Pettiford,Aigneis.Pettiford@mymail.com,6.85,1980-01-22,Franklin University Switzerland
7346,Ernesta,Yerkovich,Ernesta.Yerkovich@mymail.com,10.17,1945-09-14,Temple University (Rome campus)
7347,Ada,Germann,Ada.Germann@mymail.com,5.2,1926-02-12,John Cabot University
7348,Charlena,Rosalba,Charlena.Rosalba@mymail.com,4.33,1960-02-02,St. John's University (Paris campus)
7349,Nyssa,Ivens,Nyssa.Ivens@mymail.com,10.56,1973-08-26,American InterContinental University
7350,Kaja,Brian,Kaja.Brian@mymail.com,5.85,2012-01-01,George Mason University (Incheon campus)
7351,Hallie,Talia,Hallie.Talia@mymail.com,4.05,1995-03-30,American University of Sharjah
7352,Mahalia,Ethban,Mahalia.Ethban@mymail.com,4.48,1972-06-24,Lakeland University (Japan campus)
7353,Belva,Urania,Belva.Urania@mymail.com,10.41,1925-09-11,University of Maryland Global Campus
7354,Ardys,Jacqui,Ardys.Jacqui@mymail.com,5.1,2010-03-14,Rochester Institute of Technology (Dubai campus)
7355,Calla,Vilma,Calla.Vilma@mymail.com,2.93,1916-12-07,Franklin University Switzerland
7356,Ariela,Chaing,Ariela.Chaing@mymail.com,5.35,2000-08-21,American University of Paris
7357,Lizzie,Ahab,Lizzie.Ahab@mymail.com,8.28,1965-12-25,Schiller International University
7358,Clo,Angelis,Clo.Angelis@mymail.com,8.79,1935-08-05,St. John's University (Paris campus)
7359,Jackie,Ezar,Jackie.Ezar@mymail.com,3.5,1920-12-24,Keiser University (Latin American campus)
7360,Gwyneth,Dom,Gwyneth.Dom@mymail.com,2.65,1977-07-19,American College of Thessaloniki (ACT)
7361,Jemie,Charity,Jemie.Charity@mymail.com,5.49,1982-02-25,American University in Bosnia and Herzegovina
7362,Chloris,Karna,Chloris.Karna@mymail.com,6.72,1920-02-10,George Mason University (Incheon campus)
7363,Violet,Dichy,Violet.Dichy@mymail.com,8.8,1937-11-13,McDaniel College Budapest
7364,Sallie,Harl,Sallie.Harl@mymail.com,10.86,1985-07-07,RIT Kosovo / American University in Kosovo
